Patient_ID	Sample_ID	Iteration	Cluster_ID	Abundance
patient1	patient1_t3	47	1	0
patient1	patient1_t3	47	2	24
patient1	patient1_t3	47	3	0
patient1	patient1_t3	47	4	67
patient1	patient1_t3	47	5	5
patient1	patient1_t3	47	6	4
patient1	patient1_t3	48	1	0
patient1	patient1_t3	48	2	25
patient1	patient1_t3	48	3	0
patient1	patient1_t3	48	4	68
patient1	patient1_t3	48	5	4
patient1	patient1_t3	48	6	3
patient1	patient1_t3	49	1	0
patient1	patient1_t3	49	2	30
patient1	patient1_t3	49	3	2
patient1	patient1_t3	49	4	61
patient1	patient1_t3	49	5	4
patient1	patient1_t3	49	6	3
patient1	patient1_t3	50	1	0
patient1	patient1_t3	50	2	29
patient1	patient1_t3	50	3	0
patient1	patient1_t3	50	4	63
patient1	patient1_t3	50	5	4
patient1	patient1_t3	50	6	4
patient1	patient1_t3	51	1	0
patient1	patient1_t3	51	2	28
patient1	patient1_t3	51	3	1
patient1	patient1_t3	51	4	64
patient1	patient1_t3	51	5	4
patient1	patient1_t3	51	6	3
patient1	patient1_t3	52	1	0
patient1	patient1_t3	52	2	22
patient1	patient1_t3	52	3	2
patient1	patient1_t3	52	4	69
patient1	patient1_t3	52	5	5
patient1	patient1_t3	52	6	2
patient1	patient1_t3	53	1	0
patient1	patient1_t3	53	2	27
patient1	patient1_t3	53	3	1
patient1	patient1_t3	53	4	65
patient1	patient1_t3	53	5	4
patient1	patient1_t3	53	6	3
patient1	patient1_t3	54	1	0
patient1	patient1_t3	54	2	21
patient1	patient1_t3	54	3	4
patient1	patient1_t3	54	4	70
patient1	patient1_t3	54	5	3
patient1	patient1_t3	54	6	2
patient1	patient1_t3	55	1	0
patient1	patient1_t3	55	2	17
patient1	patient1_t3	55	3	0
patient1	patient1_t3	55	4	74
patient1	patient1_t3	55	5	5
patient1	patient1_t3	55	6	4
patient1	patient1_t3	56	1	0
patient1	patient1_t3	56	2	22
patient1	patient1_t3	56	3	2
patient1	patient1_t3	56	4	69
patient1	patient1_t3	56	5	4
patient1	patient1_t3	56	6	3
patient1	patient1_t3	57	1	0
patient1	patient1_t3	57	2	25
patient1	patient1_t3	57	3	1
patient1	patient1_t3	57	4	67
patient1	patient1_t3	57	5	4
patient1	patient1_t3	57	6	3
patient1	patient1_t3	58	1	2
patient1	patient1_t3	58	2	30
patient1	patient1_t3	58	3	0
patient1	patient1_t3	58	4	60
patient1	patient1_t3	58	5	5
patient1	patient1_t3	58	6	3
patient1	patient1_t3	59	1	0
patient1	patient1_t3	59	2	18
patient1	patient1_t3	59	3	0
patient1	patient1_t3	59	4	74
patient1	patient1_t3	59	5	5
patient1	patient1_t3	59	6	3
patient1	patient1_t3	60	1	0
patient1	patient1_t3	60	2	28
patient1	patient1_t3	60	3	1
patient1	patient1_t3	60	4	63
patient1	patient1_t3	60	5	5
patient1	patient1_t3	60	6	3
patient1	patient1_t3	61	1	0
patient1	patient1_t3	61	2	30
patient1	patient1_t3	61	3	1
patient1	patient1_t3	61	4	61
patient1	patient1_t3	61	5	5
patient1	patient1_t3	61	6	3
patient1	patient1_t3	62	1	0
patient1	patient1_t3	62	2	26
patient1	patient1_t3	62	3	2
patient1	patient1_t3	62	4	65
patient1	patient1_t3	62	5	4
patient1	patient1_t3	62	6	3
patient1	patient1_t3	63	1	0
patient1	patient1_t3	63	2	21
patient1	patient1_t3	63	3	4
patient1	patient1_t3	63	4	70
patient1	patient1_t3	63	5	3
patient1	patient1_t3	63	6	2
patient1	patient1_t3	64	1	0
patient1	patient1_t3	64	2	26
patient1	patient1_t3	64	3	0
patient1	patient1_t3	64	4	65
patient1	patient1_t3	64	5	6
patient1	patient1_t3	64	6	3
patient1	patient1_t3	65	1	0
patient1	patient1_t3	65	2	30
patient1	patient1_t3	65	3	0
patient1	patient1_t3	65	4	61
patient1	patient1_t3	65	5	6
patient1	patient1_t3	65	6	3
patient1	patient1_t3	66	1	0
patient1	patient1_t3	66	2	19
patient1	patient1_t3	66	3	0
patient1	patient1_t3	66	4	73
patient1	patient1_t3	66	5	6
patient1	patient1_t3	66	6	2
patient1	patient1_t3	67	1	0
patient1	patient1_t3	67	2	26
patient1	patient1_t3	67	3	2
patient1	patient1_t3	67	4	65
patient1	patient1_t3	67	5	4
patient1	patient1_t3	67	6	3
patient1	patient1_t3	68	1	2
patient1	patient1_t3	68	2	22
patient1	patient1_t3	68	3	2
patient1	patient1_t3	68	4	67
patient1	patient1_t3	68	5	4
patient1	patient1_t3	68	6	3
patient1	patient1_t3	69	1	0
patient1	patient1_t3	69	2	25
patient1	patient1_t3	69	3	0
patient1	patient1_t3	69	4	66
patient1	patient1_t3	69	5	6
patient1	patient1_t3	69	6	3
patient1	patient1_t3	70	1	0
patient1	patient1_t3	70	2	26
patient1	patient1_t3	70	3	2
patient1	patient1_t3	70	4	65
patient1	patient1_t3	70	5	5
patient1	patient1_t3	70	6	2
patient1	patient1_t3	71	1	0
patient1	patient1_t3	71	2	21
patient1	patient1_t3	71	3	2
patient1	patient1_t3	71	4	70
patient1	patient1_t3	71	5	5
patient1	patient1_t3	71	6	2
patient1	patient1_t3	72	1	0
patient1	patient1_t3	72	2	21
patient1	patient1_t3	72	3	0
patient1	patient1_t3	72	4	70
patient1	patient1_t3	72	5	5
patient1	patient1_t3	72	6	4
patient1	patient1_t3	73	1	0
patient1	patient1_t3	73	2	24
patient1	patient1_t3	73	3	0
patient1	patient1_t3	73	4	67
patient1	patient1_t3	73	5	6
patient1	patient1_t3	73	6	3
patient1	patient1_t3	74	1	0
patient1	patient1_t3	74	2	28
patient1	patient1_t3	74	3	2
patient1	patient1_t3	74	4	63
patient1	patient1_t3	74	5	4
patient1	patient1_t3	74	6	3
patient1	patient1_t3	75	1	0
patient1	patient1_t3	75	2	23
patient1	patient1_t3	75	3	0
patient1	patient1_t3	75	4	69
patient1	patient1_t3	75	5	5
patient1	patient1_t3	75	6	3
patient1	patient1_t3	76	1	0
patient1	patient1_t3	76	2	29
patient1	patient1_t3	76	3	1
patient1	patient1_t3	76	4	62
patient1	patient1_t3	76	5	4
patient1	patient1_t3	76	6	4
patient1	patient1_t3	77	1	0
patient1	patient1_t3	77	2	23
patient1	patient1_t3	77	3	1
patient1	patient1_t3	77	4	68
patient1	patient1_t3	77	5	5
patient1	patient1_t3	77	6	3
patient1	patient1_t3	78	1	0
patient1	patient1_t3	78	2	26
patient1	patient1_t3	78	3	3
patient1	patient1_t3	78	4	65
patient1	patient1_t3	78	5	4
patient1	patient1_t3	78	6	2
patient1	patient1_t3	79	1	0
patient1	patient1_t3	79	2	29
patient1	patient1_t3	79	3	2
patient1	patient1_t3	79	4	62
patient1	patient1_t3	79	5	4
patient1	patient1_t3	79	6	3
patient1	patient1_t3	80	1	0
patient1	patient1_t3	80	2	24
patient1	patient1_t3	80	3	2
patient1	patient1_t3	80	4	67
patient1	patient1_t3	80	5	4
patient1	patient1_t3	80	6	3
patient1	patient1_t3	81	1	0
patient1	patient1_t3	81	2	21
patient1	patient1_t3	81	3	1
patient1	patient1_t3	81	4	70
patient1	patient1_t3	81	5	5
patient1	patient1_t3	81	6	3
patient1	patient1_t3	82	1	0
patient1	patient1_t3	82	2	24
patient1	patient1_t3	82	3	2
patient1	patient1_t3	82	4	68
patient1	patient1_t3	82	5	4
patient1	patient1_t3	82	6	2
patient1	patient1_t3	83	1	0
patient1	patient1_t3	83	2	21
patient1	patient1_t3	83	3	2
patient1	patient1_t3	83	4	70
patient1	patient1_t3	83	5	4
patient1	patient1_t3	83	6	3
patient1	patient1_t3	84	1	0
patient1	patient1_t3	84	2	24
patient1	patient1_t3	84	3	2
patient1	patient1_t3	84	4	68
patient1	patient1_t3	84	5	3
patient1	patient1_t3	84	6	3
patient1	patient1_t3	85	1	1
patient1	patient1_t3	85	2	26
patient1	patient1_t3	85	3	2
patient1	patient1_t3	85	4	64
patient1	patient1_t3	85	5	5
patient1	patient1_t3	85	6	2
patient1	patient1_t3	86	1	0
patient1	patient1_t3	86	2	26
patient1	patient1_t3	86	3	2
patient1	patient1_t3	86	4	66
patient1	patient1_t3	86	5	3
patient1	patient1_t3	86	6	3
patient1	patient1_t3	87	1	0
patient1	patient1_t3	87	2	26
patient1	patient1_t3	87	3	0
patient1	patient1_t3	87	4	66
patient1	patient1_t3	87	5	5
patient1	patient1_t3	87	6	3
patient1	patient1_t3	88	1	0
patient1	patient1_t3	88	2	26
patient1	patient1_t3	88	3	1
patient1	patient1_t3	88	4	65
patient1	patient1_t3	88	5	4
patient1	patient1_t3	88	6	4
patient1	patient1_t3	89	1	0
patient1	patient1_t3	89	2	25
patient1	patient1_t3	89	3	0
patient1	patient1_t3	89	4	66
patient1	patient1_t3	89	5	5
patient1	patient1_t3	89	6	4
patient1	patient1_t3	90	1	0
patient1	patient1_t3	90	2	30
patient1	patient1_t3	90	3	1
patient1	patient1_t3	90	4	62
patient1	patient1_t3	90	5	4
patient1	patient1_t3	90	6	3
patient1	patient1_t3	91	1	0
patient1	patient1_t3	91	2	20
patient1	patient1_t3	91	3	1
patient1	patient1_t3	91	4	71
patient1	patient1_t3	91	5	4
patient1	patient1_t3	91	6	4
patient1	patient1_t3	92	1	1
patient1	patient1_t3	92	2	27
patient1	patient1_t3	92	3	0
patient1	patient1_t3	92	4	64
patient1	patient1_t3	92	5	4
patient1	patient1_t3	92	6	4
patient1	patient1_t3	93	1	0
patient1	patient1_t3	93	2	27
patient1	patient1_t3	93	3	0
patient1	patient1_t3	93	4	64
patient1	patient1_t3	93	5	6
patient1	patient1_t3	93	6	3
patient1	patient1_t3	94	1	0
patient1	patient1_t3	94	2	30
patient1	patient1_t3	94	3	2
patient1	patient1_t3	94	4	61
patient1	patient1_t3	94	5	5
patient1	patient1_t3	94	6	2
patient1	patient1_t3	95	1	3
patient1	patient1_t3	95	2	23
patient1	patient1_t3	95	3	1
patient1	patient1_t3	95	4	65
patient1	patient1_t3	95	5	6
patient1	patient1_t3	95	6	2
patient1	patient1_t3	96	1	0
patient1	patient1_t3	96	2	28
patient1	patient1_t3	96	3	0
patient1	patient1_t3	96	4	64
patient1	patient1_t3	96	5	5
patient1	patient1_t3	96	6	3
patient1	patient1_t3	97	1	2
patient1	patient1_t3	97	2	25
patient1	patient1_t3	97	3	2
patient1	patient1_t3	97	4	65
patient1	patient1_t3	97	5	4
patient1	patient1_t3	97	6	2
patient1	patient1_t3	98	1	0
patient1	patient1_t3	98	2	31
patient1	patient1_t3	98	3	2
patient1	patient1_t3	98	4	61
patient1	patient1_t3	98	5	4
patient1	patient1_t3	98	6	2
patient1	patient1_t3	99	1	0
patient1	patient1_t3	99	2	24
patient1	patient1_t3	99	3	2
patient1	patient1_t3	99	4	67
patient1	patient1_t3	99	5	4
patient1	patient1_t3	99	6	3
patient1	patient1_t3	100	1	0
patient1	patient1_t3	100	2	27
patient1	patient1_t3	100	3	1
patient1	patient1_t3	100	4	64
patient1	patient1_t3	100	5	4
patient1	patient1_t3	100	6	4
patient1	patient1_t3	101	1	0
patient1	patient1_t3	101	2	28
patient1	patient1_t3	101	3	1
patient1	patient1_t3	101	4	63
patient1	patient1_t3	101	5	5
patient1	patient1_t3	101	6	3
patient1	patient1_t3	102	1	0
patient1	patient1_t3	102	2	25
patient1	patient1_t3	102	3	0
patient1	patient1_t3	102	4	67
patient1	patient1_t3	102	5	5
patient1	patient1_t3	102	6	3
patient1	patient1_t3	103	1	1
patient1	patient1_t3	103	2	26
patient1	patient1_t3	103	3	2
patient1	patient1_t3	103	4	64
patient1	patient1_t3	103	5	4
patient1	patient1_t3	103	6	3
patient1	patient1_t3	104	1	0
patient1	patient1_t3	104	2	30
patient1	patient1_t3	104	3	0
patient1	patient1_t3	104	4	63
patient1	patient1_t3	104	5	3
patient1	patient1_t3	104	6	4
patient1	patient1_t3	105	1	0
patient1	patient1_t3	105	2	27
patient1	patient1_t3	105	3	0
patient1	patient1_t3	105	4	65
patient1	patient1_t3	105	5	5
patient1	patient1_t3	105	6	3
patient1	patient1_t3	106	1	0
patient1	patient1_t3	106	2	21
patient1	patient1_t3	106	3	0
patient1	patient1_t3	106	4	70
patient1	patient1_t3	106	5	5
patient1	patient1_t3	106	6	4
patient1	patient1_t3	107	1	0
patient1	patient1_t3	107	2	24
patient1	patient1_t3	107	3	2
patient1	patient1_t3	107	4	68
patient1	patient1_t3	107	5	4
patient1	patient1_t3	107	6	2
patient1	patient1_t3	108	1	0
patient1	patient1_t3	108	2	26
patient1	patient1_t3	108	3	1
patient1	patient1_t3	108	4	66
patient1	patient1_t3	108	5	4
patient1	patient1_t3	108	6	3
patient1	patient1_t3	109	1	0
patient1	patient1_t3	109	2	26
patient1	patient1_t3	109	3	1
patient1	patient1_t3	109	4	65
patient1	patient1_t3	109	5	5
patient1	patient1_t3	109	6	3
patient1	patient1_t3	110	1	0
patient1	patient1_t3	110	2	28
patient1	patient1_t3	110	3	1
patient1	patient1_t3	110	4	63
patient1	patient1_t3	110	5	4
patient1	patient1_t3	110	6	4
patient1	patient1_t3	111	1	0
patient1	patient1_t3	111	2	27
patient1	patient1_t3	111	3	0
patient1	patient1_t3	111	4	64
patient1	patient1_t3	111	5	5
patient1	patient1_t3	111	6	4
patient1	patient1_t3	112	1	0
patient1	patient1_t3	112	2	24
patient1	patient1_t3	112	3	0
patient1	patient1_t3	112	4	67
patient1	patient1_t3	112	5	5
patient1	patient1_t3	112	6	4
patient1	patient1_t3	113	1	0
patient1	patient1_t3	113	2	27
patient1	patient1_t3	113	3	0
patient1	patient1_t3	113	4	64
patient1	patient1_t3	113	5	6
patient1	patient1_t3	113	6	3
patient1	patient1_t3	114	1	1
patient1	patient1_t3	114	2	27
patient1	patient1_t3	114	3	3
patient1	patient1_t3	114	4	63
patient1	patient1_t3	114	5	3
patient1	patient1_t3	114	6	3
patient1	patient1_t3	115	1	0
patient1	patient1_t3	115	2	17
patient1	patient1_t3	115	3	3
patient1	patient1_t3	115	4	74
patient1	patient1_t3	115	5	4
patient1	patient1_t3	115	6	2
patient1	patient1_t3	116	1	0
patient1	patient1_t3	116	2	27
patient1	patient1_t3	116	3	1
patient1	patient1_t3	116	4	64
patient1	patient1_t3	116	5	4
patient1	patient1_t3	116	6	4
patient1	patient1_t3	117	1	0
patient1	patient1_t3	117	2	27
patient1	patient1_t3	117	3	1
patient1	patient1_t3	117	4	64
patient1	patient1_t3	117	5	5
patient1	patient1_t3	117	6	3
patient1	patient1_t3	118	1	0
patient1	patient1_t3	118	2	28
patient1	patient1_t3	118	3	1
patient1	patient1_t3	118	4	64
patient1	patient1_t3	118	5	4
patient1	patient1_t3	118	6	3
patient1	patient1_t3	119	1	0
patient1	patient1_t3	119	2	27
patient1	patient1_t3	119	3	1
patient1	patient1_t3	119	4	65
patient1	patient1_t3	119	5	5
patient1	patient1_t3	119	6	2
patient1	patient1_t3	120	1	0
patient1	patient1_t3	120	2	22
patient1	patient1_t3	120	3	1
patient1	patient1_t3	120	4	69
patient1	patient1_t3	120	5	6
patient1	patient1_t3	120	6	2
patient1	patient1_t3	121	1	0
patient1	patient1_t3	121	2	28
patient1	patient1_t3	121	3	0
patient1	patient1_t3	121	4	63
patient1	patient1_t3	121	5	5
patient1	patient1_t3	121	6	4
patient1	patient1_t3	122	1	0
patient1	patient1_t3	122	2	24
patient1	patient1_t3	122	3	0
patient1	patient1_t3	122	4	68
patient1	patient1_t3	122	5	5
patient1	patient1_t3	122	6	3
patient1	patient1_t3	123	1	0
patient1	patient1_t3	123	2	23
patient1	patient1_t3	123	3	2
patient1	patient1_t3	123	4	68
patient1	patient1_t3	123	5	4
patient1	patient1_t3	123	6	3
patient1	patient1_t3	124	1	0
patient1	patient1_t3	124	2	23
patient1	patient1_t3	124	3	0
patient1	patient1_t3	124	4	69
patient1	patient1_t3	124	5	4
patient1	patient1_t3	124	6	4
patient1	patient1_t3	125	1	0
patient1	patient1_t3	125	2	33
patient1	patient1_t3	125	3	2
patient1	patient1_t3	125	4	58
patient1	patient1_t3	125	5	4
patient1	patient1_t3	125	6	3
patient1	patient1_t3	126	1	0
patient1	patient1_t3	126	2	30
patient1	patient1_t3	126	3	0
patient1	patient1_t3	126	4	62
patient1	patient1_t3	126	5	5
patient1	patient1_t3	126	6	3
patient1	patient1_t3	127	1	0
patient1	patient1_t3	127	2	24
patient1	patient1_t3	127	3	0
patient1	patient1_t3	127	4	68
patient1	patient1_t3	127	5	6
patient1	patient1_t3	127	6	2
patient1	patient1_t3	128	1	0
patient1	patient1_t3	128	2	20
patient1	patient1_t3	128	3	0
patient1	patient1_t3	128	4	72
patient1	patient1_t3	128	5	5
patient1	patient1_t3	128	6	3
patient1	patient1_t3	129	1	0
patient1	patient1_t3	129	2	29
patient1	patient1_t3	129	3	2
patient1	patient1_t3	129	4	63
patient1	patient1_t3	129	5	4
patient1	patient1_t3	129	6	2
patient1	patient1_t3	130	1	0
patient1	patient1_t3	130	2	20
patient1	patient1_t3	130	3	1
patient1	patient1_t3	130	4	71
patient1	patient1_t3	130	5	5
patient1	patient1_t3	130	6	3
patient1	patient1_t3	131	1	0
patient1	patient1_t3	131	2	29
patient1	patient1_t3	131	3	0
patient1	patient1_t3	131	4	63
patient1	patient1_t3	131	5	5
patient1	patient1_t3	131	6	3
patient1	patient1_t3	132	1	0
patient1	patient1_t3	132	2	19
patient1	patient1_t3	132	3	1
patient1	patient1_t3	132	4	72
patient1	patient1_t3	132	5	5
patient1	patient1_t3	132	6	3
patient1	patient1_t3	133	1	0
patient1	patient1_t3	133	2	28
patient1	patient1_t3	133	3	1
patient1	patient1_t3	133	4	63
patient1	patient1_t3	133	5	5
patient1	patient1_t3	133	6	3
patient1	patient1_t3	134	1	0
patient1	patient1_t3	134	2	24
patient1	patient1_t3	134	3	0
patient1	patient1_t3	134	4	69
patient1	patient1_t3	134	5	3
patient1	patient1_t3	134	6	4
patient1	patient1_t3	135	1	0
patient1	patient1_t3	135	2	26
patient1	patient1_t3	135	3	1
patient1	patient1_t3	135	4	65
patient1	patient1_t3	135	5	4
patient1	patient1_t3	135	6	4
patient1	patient1_t3	136	1	0
patient1	patient1_t3	136	2	30
patient1	patient1_t3	136	3	1
patient1	patient1_t3	136	4	61
patient1	patient1_t3	136	5	4
patient1	patient1_t3	136	6	4
patient1	patient1_t3	137	1	0
patient1	patient1_t3	137	2	20
patient1	patient1_t3	137	3	3
patient1	patient1_t3	137	4	71
patient1	patient1_t3	137	5	3
patient1	patient1_t3	137	6	3
patient1	patient1_t3	138	1	0
patient1	patient1_t3	138	2	23
patient1	patient1_t3	138	3	0
patient1	patient1_t3	138	4	69
patient1	patient1_t3	138	5	5
patient1	patient1_t3	138	6	3
patient1	patient1_t3	139	1	0
patient1	patient1_t3	139	2	21
patient1	patient1_t3	139	3	0
patient1	patient1_t3	139	4	71
patient1	patient1_t3	139	5	4
patient1	patient1_t3	139	6	4
patient1	patient1_t3	140	1	0
patient1	patient1_t3	140	2	26
patient1	patient1_t3	140	3	1
patient1	patient1_t3	140	4	65
patient1	patient1_t3	140	5	5
patient1	patient1_t3	140	6	3
patient1	patient1_t3	141	1	0
patient1	patient1_t3	141	2	26
patient1	patient1_t3	141	3	1
patient1	patient1_t3	141	4	66
patient1	patient1_t3	141	5	4
patient1	patient1_t3	141	6	3
patient1	patient1_t3	142	1	0
patient1	patient1_t3	142	2	21
patient1	patient1_t3	142	3	0
patient1	patient1_t3	142	4	71
patient1	patient1_t3	142	5	5
patient1	patient1_t3	142	6	3
patient1	patient1_t3	143	1	0
patient1	patient1_t3	143	2	19
patient1	patient1_t3	143	3	1
patient1	patient1_t3	143	4	72
patient1	patient1_t3	143	5	5
patient1	patient1_t3	143	6	3
patient1	patient1_t3	144	1	0
patient1	patient1_t3	144	2	30
patient1	patient1_t3	144	3	1
patient1	patient1_t3	144	4	61
patient1	patient1_t3	144	5	5
patient1	patient1_t3	144	6	3
patient1	patient1_t3	145	1	0
patient1	patient1_t3	145	2	20
patient1	patient1_t3	145	3	0
patient1	patient1_t3	145	4	72
patient1	patient1_t3	145	5	6
patient1	patient1_t3	145	6	2
patient1	patient1_t3	146	1	0
patient1	patient1_t3	146	2	25
patient1	patient1_t3	146	3	2
patient1	patient1_t3	146	4	66
patient1	patient1_t3	146	5	4
patient1	patient1_t3	146	6	3
patient1	patient1_t3	147	1	0
patient1	patient1_t3	147	2	22
patient1	patient1_t3	147	3	0
patient1	patient1_t3	147	4	69
patient1	patient1_t3	147	5	5
patient1	patient1_t3	147	6	4
patient1	patient1_t3	148	1	0
patient1	patient1_t3	148	2	23
patient1	patient1_t3	148	3	3
patient1	patient1_t3	148	4	68
patient1	patient1_t3	148	5	4
patient1	patient1_t3	148	6	2
patient1	patient1_t3	149	1	0
patient1	patient1_t3	149	2	26
patient1	patient1_t3	149	3	2
patient1	patient1_t3	149	4	65
patient1	patient1_t3	149	5	4
patient1	patient1_t3	149	6	3
patient1	patient1_t3	150	1	0
patient1	patient1_t3	150	2	24
patient1	patient1_t3	150	3	0
patient1	patient1_t3	150	4	67
patient1	patient1_t3	150	5	6
patient1	patient1_t3	150	6	3
patient1	patient1_t3	151	1	0
patient1	patient1_t3	151	2	34
patient1	patient1_t3	151	3	0
patient1	patient1_t3	151	4	59
patient1	patient1_t3	151	5	3
patient1	patient1_t3	151	6	4
patient1	patient1_t3	152	1	0
patient1	patient1_t3	152	2	27
patient1	patient1_t3	152	3	1
patient1	patient1_t3	152	4	64
patient1	patient1_t3	152	5	5
patient1	patient1_t3	152	6	3
patient1	patient1_t3	153	1	0
patient1	patient1_t3	153	2	25
patient1	patient1_t3	153	3	0
patient1	patient1_t3	153	4	66
patient1	patient1_t3	153	5	5
patient1	patient1_t3	153	6	4
patient1	patient1_t3	154	1	0
patient1	patient1_t3	154	2	24
patient1	patient1_t3	154	3	2
patient1	patient1_t3	154	4	68
patient1	patient1_t3	154	5	4
patient1	patient1_t3	154	6	2
patient1	patient1_t3	155	1	0
patient1	patient1_t3	155	2	20
patient1	patient1_t3	155	3	1
patient1	patient1_t3	155	4	72
patient1	patient1_t3	155	5	4
patient1	patient1_t3	155	6	3
patient1	patient1_t3	156	1	0
patient1	patient1_t3	156	2	28
patient1	patient1_t3	156	3	0
patient1	patient1_t3	156	4	63
patient1	patient1_t3	156	5	3
patient1	patient1_t3	156	6	6
patient1	patient1_t3	157	1	0
patient1	patient1_t3	157	2	26
patient1	patient1_t3	157	3	0
patient1	patient1_t3	157	4	65
patient1	patient1_t3	157	5	5
patient1	patient1_t3	157	6	4
patient1	patient1_t3	158	1	0
patient1	patient1_t3	158	2	21
patient1	patient1_t3	158	3	1
patient1	patient1_t3	158	4	70
patient1	patient1_t3	158	5	5
patient1	patient1_t3	158	6	3
patient1	patient1_t3	159	1	0
patient1	patient1_t3	159	2	25
patient1	patient1_t3	159	3	1
patient1	patient1_t3	159	4	66
patient1	patient1_t3	159	5	4
patient1	patient1_t3	159	6	4
patient1	patient1_t3	160	1	0
patient1	patient1_t3	160	2	25
patient1	patient1_t3	160	3	2
patient1	patient1_t3	160	4	66
patient1	patient1_t3	160	5	4
patient1	patient1_t3	160	6	3
patient1	patient1_t3	161	1	0
patient1	patient1_t3	161	2	30
patient1	patient1_t3	161	3	2
patient1	patient1_t3	161	4	61
patient1	patient1_t3	161	5	4
patient1	patient1_t3	161	6	3
patient1	patient1_t3	162	1	0
patient1	patient1_t3	162	2	27
patient1	patient1_t3	162	3	0
patient1	patient1_t3	162	4	65
patient1	patient1_t3	162	5	5
patient1	patient1_t3	162	6	3
patient1	patient1_t3	163	1	0
patient1	patient1_t3	163	2	31
patient1	patient1_t3	163	3	2
patient1	patient1_t3	163	4	61
patient1	patient1_t3	163	5	4
patient1	patient1_t3	163	6	2
patient1	patient1_t3	164	1	0
patient1	patient1_t3	164	2	25
patient1	patient1_t3	164	3	2
patient1	patient1_t3	164	4	67
patient1	patient1_t3	164	5	4
patient1	patient1_t3	164	6	2
patient1	patient1_t3	165	1	0
patient1	patient1_t3	165	2	22
patient1	patient1_t3	165	3	0
patient1	patient1_t3	165	4	70
patient1	patient1_t3	165	5	5
patient1	patient1_t3	165	6	3
patient1	patient1_t3	166	1	0
patient1	patient1_t3	166	2	28
patient1	patient1_t3	166	3	1
patient1	patient1_t3	166	4	64
patient1	patient1_t3	166	5	5
patient1	patient1_t3	166	6	2
patient1	patient1_t3	167	1	0
patient1	patient1_t3	167	2	30
patient1	patient1_t3	167	3	1
patient1	patient1_t3	167	4	62
patient1	patient1_t3	167	5	4
patient1	patient1_t3	167	6	3
patient1	patient1_t3	168	1	0
patient1	patient1_t3	168	2	24
patient1	patient1_t3	168	3	2
patient1	patient1_t3	168	4	67
patient1	patient1_t3	168	5	4
patient1	patient1_t3	168	6	3
patient1	patient1_t3	169	1	0
patient1	patient1_t3	169	2	21
patient1	patient1_t3	169	3	1
patient1	patient1_t3	169	4	70
patient1	patient1_t3	169	5	4
patient1	patient1_t3	169	6	4
patient1	patient1_t3	170	1	0
patient1	patient1_t3	170	2	25
patient1	patient1_t3	170	3	2
patient1	patient1_t3	170	4	66
patient1	patient1_t3	170	5	4
patient1	patient1_t3	170	6	3
patient1	patient1_t3	171	1	0
patient1	patient1_t3	171	2	27
patient1	patient1_t3	171	3	1
patient1	patient1_t3	171	4	64
patient1	patient1_t3	171	5	4
patient1	patient1_t3	171	6	4
patient1	patient1_t3	172	1	0
patient1	patient1_t3	172	2	22
patient1	patient1_t3	172	3	0
patient1	patient1_t3	172	4	69
patient1	patient1_t3	172	5	6
patient1	patient1_t3	172	6	3
patient1	patient1_t3	173	1	0
patient1	patient1_t3	173	2	24
patient1	patient1_t3	173	3	2
patient1	patient1_t3	173	4	67
patient1	patient1_t3	173	5	4
patient1	patient1_t3	173	6	3
patient1	patient1_t3	174	1	0
patient1	patient1_t3	174	2	24
patient1	patient1_t3	174	3	0
patient1	patient1_t3	174	4	67
patient1	patient1_t3	174	5	5
patient1	patient1_t3	174	6	4
patient1	patient1_t3	175	1	0
patient1	patient1_t3	175	2	30
patient1	patient1_t3	175	3	3
patient1	patient1_t3	175	4	61
patient1	patient1_t3	175	5	3
patient1	patient1_t3	175	6	3
patient1	patient1_t3	176	1	1
patient1	patient1_t3	176	2	29
patient1	patient1_t3	176	3	0
patient1	patient1_t3	176	4	63
patient1	patient1_t3	176	5	4
patient1	patient1_t3	176	6	3
patient1	patient1_t3	177	1	0
patient1	patient1_t3	177	2	27
patient1	patient1_t3	177	3	2
patient1	patient1_t3	177	4	64
patient1	patient1_t3	177	5	4
patient1	patient1_t3	177	6	3
patient1	patient1_t3	178	1	0
patient1	patient1_t3	178	2	20
patient1	patient1_t3	178	3	2
patient1	patient1_t3	178	4	71
patient1	patient1_t3	178	5	4
patient1	patient1_t3	178	6	3
patient1	patient1_t3	179	1	0
patient1	patient1_t3	179	2	27
patient1	patient1_t3	179	3	0
patient1	patient1_t3	179	4	64
patient1	patient1_t3	179	5	5
patient1	patient1_t3	179	6	4
patient1	patient1_t3	180	1	0
patient1	patient1_t3	180	2	27
patient1	patient1_t3	180	3	2
patient1	patient1_t3	180	4	64
patient1	patient1_t3	180	5	4
patient1	patient1_t3	180	6	3
patient1	patient1_t3	181	1	0
patient1	patient1_t3	181	2	28
patient1	patient1_t3	181	3	1
patient1	patient1_t3	181	4	63
patient1	patient1_t3	181	5	4
patient1	patient1_t3	181	6	4
patient1	patient1_t3	182	1	0
patient1	patient1_t3	182	2	28
patient1	patient1_t3	182	3	0
patient1	patient1_t3	182	4	63
patient1	patient1_t3	182	5	5
patient1	patient1_t3	182	6	4
patient1	patient1_t3	183	1	0
patient1	patient1_t3	183	2	28
patient1	patient1_t3	183	3	0
patient1	patient1_t3	183	4	64
patient1	patient1_t3	183	5	6
