Chromosome	Start.bp	End.bp	mu.major	mu.minor	n_probes	length	tau	sigma.minor	sigma.major
22	33635649	33713796	1.03	0.0	5400	16053964	1.108962	0.004473643736171067	0.007941165411937526
22	33713796	36842784	1.03	0.0	1785	88474130	3.3926675	0.0037051744614198874	0.021275127823765345
22	36842784	38242797	1.03	0.0	2825	10910684	2.6914674	0.003657894551444183	0.01169311932281011
22	38242797	39628906	0.97	0.0	5081	76474345	3.2149178999999997	0.022740924729416277	0.030304793417208643
22	39628906	40264226	1.03	0.0	1262	70865352	4.6781754	0.0014123530634448	0.010561947886393815
22	40264226	40525777	1.03	0.0	4613	62292018	5.0619027	0.003034743670747049	0.0038813149088830273
22	40525777	42845487	0.0	0.0	5453	77227079	5.578898499999999	0.0020648399281731887	0.015546556271332649
22	42845487	43281735	0.0	0.0	5476	5138124	3.3824123999999998	0.00547765111930136	0.030822204529215493
22	43281735	44283451	1.0	0.0	5409	2474341	4.5030338	0.0005530849381760192	0.022260736978925773
22	44283451	46500400	1.15	0.0	3323	29384508	0.0852604	0.0003633075454155121	0.013104702715736634
22	46500400	48448444	1.0	0.0	2212	10036701	4.9219801	0.0010419608687397088	0.004547886624287104
22	48448444	49158459	0.0	0.0	1267	38096599	1.1871528999999998	0.0010778883955796109	0.03170242824087526
22	49158459	49927330	0.0	0.0	3116	33169449	1.6565461	0.01443140164081066	0.02222317339258995
22	49927330	51218156	0.0	0.0	1746	93112303	4.1790798	0.018508605006577857	0.019871242333989122
22	51218156	51304566	1.0	0.0	807	42404733	4.1531578	0.002308808150294567	0.011021836894363602
23	1	4433200	1.0	1.0	4082	77000025	0.3938443	0.003061844179723988	0.02107064564654537
23	4433200	6007247	2.0	1.0	5388	83959303	4.0161279	0.0044122953577243615	0.005546982409665481
23	6007247	14084632	1.0	1.0	4364	59953393	0.337589	0.009237817683081831	0.0333468015379465
23	14084632	15392431	1.0	0.55	1814	35990372	5.7696366999999995	0.002182977534108211	0.013283802924383819
23	15392431	21341265	1.0	1.0	845	20317948	5.5872399999999995	0.00791082545372521	0.008280883320367244
23	21341265	21888011	1.0	0.0	4082	61300748	4.812689499999999	0.007468275051028185	0.011202164800938367
23	21888011	30394876	1.0	1.0	5790	56410987	1.0282607	0.0024505602942644076	0.014038740296550382
23	30394876	34432424	1.0	0.55	2327	60970687	1.6472255999999998	0.002333521263368107	0.029103190312710168
23	34432424	37426316	1.0	1.0	4947	2327828	3.1404208	0.008157561988153476	0.022461666073678166
23	37426316	37432571	1.0	0.0	1087	62753051	1.4800058999999999	0.0008822905273800458	0.03592305103784222
23	37432571	37783711	1.0	1.0	1871	94302656	5.4693983	0.004653682681264086	0.017203225108735478
23	37783711	42454589	1.0	0.0	5221	18746510	4.5052376999999995	0.00021190342983218115	0.007018504421404958
23	42454589	53663696	1.0	1.0	1265	86665291	5.6777159	0.0010731683972556982	0.009062588009510748
23	53663696	55512155	1.0	0.0	3910	50629090	0.1422693	0.00026628648428476075	0.004363130211468697
23	55512155	57623386	1.0	1.0	2912	91123548	4.2557458	0.0010389576254245423	0.029432556110959664
23	57623386	57816683	1.0	0.95	5680	51536512	1.1513605999999998	0.011960689267834387	0.016365179067192575
23	57816683	59184742	1.0	1.0	2323	67618585	4.6621513	0.006956134999984789	0.015774707676307155
23	59184742	59723083	1.0	0.7	5391	87762596	1.1326695	0.011794481142631937	0.0129397565963341
23	59723083	61879814	1.0	1.0	4556	56179855	4.0217895	0.007666623420322181	0.007695900618296172
23	61879814	66434176	2.0	1.0	2658	47080475	2.2435326	0.0006041001600246565	0.0030154461967374802
23	66434176	71272919	1.0	1.0	4739	46100489	4.305635	0.0060914813453475285	0.024346983423263635
23	71272919	72063573	3.0	1.0	349	22823847	5.650195	0.006244506612725029	0.043006363474859984
23	72063573	76451022	1.0	1.0	2448	96118819	0.1338212	0.0058584416893543425	0.014834577174885939
23	76451022	78020447	1.45	1.0	512	88150262	4.3343662	0.015608155752912063	0.023748819185888604
23	78020447	78667303	1.45	1.0	3228	82978889	5.4018166999999995	0.00082344497034395	0.008329686143518837
23	78667303	80123803	1.0	1.0	968	29211485	2.4670824	0.0006780425409760809	0.002319243005136309
23	80123803	81605264	3.0	1.0	1240	52168429	1.4992428999999998	0.023408784710935354	0.045606089925332834
23	81605264	84474953	1.0	1.0	2258	92545621	1.1536311	0.0017907976641174928	0.002040436588384349
23	84474953	85401001	1.0	0.0	3544	2254829	1.6275129	0.005547639111042284	0.00836316563594765
23	85401001	94435367	1.0	1.0	2115	91888038	2.2030297	0.008735594642419351	0.019481271641667155
23	94435367	94789543	1.0	0.0	5489	24444803	5.0261713	0.007939473180337253	0.009677621913996267
23	94789543	105659586	1.0	1.0	5782	61481750	4.0255516	0.0002970160026382101	0.00862555603416458
23	105659586	108838192	4.0	1.0	4782	48074031	3.8974092	0.01274688430201017	0.01598709307146885
23	108838192	110161104	4.0	0.0	3925	12143538	4.6647063	0.0025915433010416343	0.010729127221765779
23	110161104	110934034	4.0	1.0	3850	81310650	5.157618299999999	0.010112925023564643	0.012987261691931196
23	110934034	117391230	1.0	1.0	4196	21858327	4.9428852999999995	0.01873946157254518	0.04248856336407319
23	117391230	118924492	1.0	0.97	1334	58478768	5.4189044	0.001553362775574976	0.019606124497787068
23	118924492	123442004	1.0	1.0	944	42087586	1.5687107999999998	0.004325177528066874	0.0258911091828957
23	123442004	123778083	1.0	0.95	2423	47963915	1.3296868	0.013574331530117978	0.014588100455798813
23	123778083	127033194	1.0	1.0	3337	36826934	2.5406353999999998	0.005329923728983478	0.006682558921192825
23	127033194	129145795	1.0	0.0	5008	82799100	1.4431022	0.0056157263954014205	0.02679019172304004
23	129145795	131417327	1.0	0.0	1007	9384164	3.7918079999999996	0.004991933216534327	0.007701313619906985
23	131417327	131579495	3.0	1.0	329	79026724	4.1977047	0.01002847562768886	0.012954617397759082
23	131579495	133229966	3.0	0.7	617	66681511	2.0182864	0.003483056028560336	0.026509766783699262
23	133229966	134045542	1.0	0.7	514	91693350	2.4457562999999998	0.0027354218268634723	0.004104434366026775
23	134045542	134967320	1.0	0.7	1348	94896926	1.8612613	0.0009831340766458083	0.020754963279426327
23	134967320	135294002	2.0	0.7	2944	57267123	1.2549392	0.0008086336183194641	0.001251415353900558
23	135294002	135630986	1.0	0.7	5501	1429573	3.1330734	0.007653202264244634	0.010331718879359643
23	135630986	138735029	1.0	0.97	4386	6384963	5.4106818	0.005173751482429346	0.007103360361423431
23	138735029	143125960	1.0	1.0	3266	96671861	4.7759849	0.004547892495723383	0.009473481470547473
23	143125960	144169173	4.0	1.0	1963	17773278	5.463946099999999	0.006865395933065451	0.025739830219857263
23	144169173	145002943	1.0	0.0	119	18063402	1.5701431	5.4556864692607193e-05	0.004471308730310648
23	145002943	145956668	1.0	0.0	3867	39023928	5.2034857	0.00035605787817199976	0.009732094765637921
23	145956668	149712069	1.0	1.0	4780	23099730	3.9426349999999997	0.006863621377542565	0.007737539214397373
23	149712069	151237571	1.0	0.0	1333	36454186	4.3423362999999995	0.00788131075136505	0.03899474431392706
23	151237571	151479480	1.0	1.0	1008	86493430	5.949904399999999	0.00510169536283232	0.040048106233263894
23	151479480	154857622	3.0	1.0	5860	8428858	1.7889104999999998	0.006467039671575691	0.010739064759881446
23	154857622	156040895	1.0	1.0	1147	90948786	2.3380598999999997	0.003583193733990093	0.025687324471866585
24	1	2055301	2.0	1.0	3306	19479788	1.2983438999999999	0.007354465199653024	0.019723795536172782
24	2055301	4139907	2.0	0.0	2535	67713856	4.388838499999999	0.010320674307033905	0.012988005536568483
24	4139907	5092060	2.0	1.0	3066	54165455	0.22237769999999998	0.007109952323630378	0.029696667700085545
24	5092060	5760289	2.06	1.0	2995	49180055	1.5364845999999999	0.012087676363069082	0.04085183783673806
24	5760289	6684815	2.06	0.0	1790	56064687	1.5296773	0.00031703252071105427	0.015785954861290304
24	6684815	7418802	0.0	0.0	3929	4964997	0.3231555	0.0035780460944853376	0.03489755996723383
24	7418802	7774781	0.0	0.0	835	76996433	5.1449161	0.0005973997624273162	0.00924658678243989
24	7774781	7937043	0.0	0.0	5478	65599880	1.1526465	0.006615309422561454	0.009319923469621792
24	7937043	8157038	0.0	0.0	2577	46632297	1.5137475999999999	0.007295328744401856	0.007484023721258441
24	8157038	8234227	0.0	0.0	2637	69821575	5.138546	0.002693533362408426	0.022855896920046095
24	8234227	8656953	1.0	0.0	3727	50259241	5.482164399999999	0.01134568774136611	0.02689731882339833
24	8656953	10620316	1.0	0.0	4806	45389656	4.7762892	0.003359797364449373	0.004197199508769861
24	10620316	13207804	2.0	1.0	5697	62439944	2.8726290999999997	0.001236374993411156	0.006469674143021812
24	13207804	15642129	1.8	1.0	14	62019021	3.7675699	0.009525880262007166	0.015404944168191425
24	15642129	16018458	1.8	1.06	212	5824535	4.9725652	0.00011103389844189959	0.012871442357295235
24	16018458	16506379	3.06	1.8	1846	3245013	1.4723461	0.0035211294964969477	0.018247787965041954
24	16506379	17289487	3.06	1.8	4784	47534223	4.1105497	0.0009230634129860903	0.002249883458799992
24	17289487	17981749	1.8	1.06	5673	31134581	5.2622355999999995	0.007335652319273348	0.0466605163083205
24	17981749	19107375	2.0300000000000002	1.06	3784	67620876	0.8680859999999999	0.015780527833813857	0.01776867952839492
24	19107375	21427365	2.0	1.06	1297	6395902	5.984771299999999	0.007676803177895939	0.010118697101727062
24	21427365	22047611	1.7	1.06	2826	42308686	4.707348	0.002789922408818218	0.009391618972315652
24	22047611	22657701	1.7	0.0	2181	2784774	0.16805489999999998	0.0028344442805696424	0.06438935549943745
24	22657701	24624002	1.7	1.06	5541	16701969	3.6239502999999997	0.0027886358939611454	0.004823393421343691
24	24624002	25963740	1.7	1.0	1321	2693061	1.9488455999999998	0.019776010201082012	0.03676674427761216
24	25963740	28459495	1.7	0.4	3421	61624001	1.8137135	0.006900273953056431	0.01523828860692647
24	28459495	28613707	1.7	1.0	790	21051841	2.7076308	0.0027093732289514517	0.035844113028634696
24	28613707	29324215	1.0	0.7	3337	24411166	1.2530751	0.0010884500611120672	0.009571293493197755
24	29324215	30368654	2.1	1.0	2461	83777511	0.9153243999999999	0.0006190003212507374	0.013622946406771218
24	30368654	31957653	3.0	1.0	5490	96393554	3.7807524999999997	0.005161133559464555	0.014268782758957653
24	31957653	32313422	5.4	1.0	2563	62523615	5.012719	0.000358364254952407	0.0022498801899941785
24	32313422	32330391	3.0	1.0	3345	4529382	2.9888724	0.005934230497683416	0.010160990825282884
24	32330391	32672949	1.0	1.0	3723	32603682	3.2642436	0.00550344045303831	0.028330356784013792
24	32672949	33019414	1.0	0.0	4213	22285753	5.1091163	0.0016116009500437652	0.008934334602075253
24	33019414	36138351	1.0	1.0	4087	37357876	4.9615954	0.00694384033552831	0.032621044989753024
24	36138351	37358827	1.03	1.0	4935	20258658	2.6608009	0.011193731021605325	0.030075129428712516
24	37358827	38140954	1.03	0.0	808	70983736	0.3823301	0.012005657341140993	0.014978263928663655
24	38140954	38283950	1.0	0.0	4606	40033824	1.2454063	0.018625446397901247	0.040848978193897365
24	38283950	38535039	1.0	0.0	1612	27719636	2.7335415999999997	0.0008919400015318179	0.001467844310311052
24	38535039	38642924	0.0	0.0	4103	58544664	5.9934594	0.004419734061304556	0.00691146067781251
24	38642924	39339491	1.0	0.0	1690	29366489	0.0319174	0.001841926763854368	0.04309175918269134
24	39339491	40260466	1.0	0.55	5753	76709196	0.5818732999999999	0.0018399545692697314	0.006920348161063634
24	40260466	41467744	1.0	1.0	1510	87598529	4.7914527	0.006675675438110095	0.010243084401134271
24	41467744	41830057	3.0	1.0	4312	55809384	5.8039502	0.0032057685895779337	0.011110838850326123
24	41830057	43312410	1.0	1.0	3371	11900131	4.3634756999999995	0.015355380112936405	0.046308110459888044
24	43312410	45072580	1.0	0.0	1323	65778995	2.6473020999999997	0.001420681562251609	0.021732899795576674
24	45072580	46160329	0.0	0.0	4175	25551122	1.5374231999999999	0.0006272967034853121	0.0009395266275361566
24	46160329	50419606	1.0	0.0	2388	17400475	4.4536443	0.018049513817727875	0.018525037699622212
24	50419606	52290928	1.0	1.0	5306	66656733	2.2095651	0.009362793423827388	0.014436420756314806
24	52290928	52771293	1.0	0.0	4949	36811418	1.3731067	0.002959328785409028	0.012235793257712848
24	52771293	53545940	1.0	1.0	440	15009450	4.8557783	0.0008380418314946204	0.010252513422731797
24	53545940	56044669	1.45	1.0	3861	75978701	0.2239609	0.018152635644462935	0.027394233858319194
24	56044669	57227415	1.0	1.0	4383	51548661	5.614137299999999	0.0009711631903148832	0.01489581121487919
